id,object,result_position,task_id,cid,internal_review_id,is_user_local_guide,lang,original_text,origin,place_id,place_name,published_at,published_at_datetime,pictures,place_average_score,review_link,response_from_owner,score,text,total_likes,total_reviews,user_name,user_link,user_internal_id,user_reviews_count,user_image_url,visited_in,zero_x,collected_at,input_url,input_sort_by,input_language
"8396567","result","1","49435611","6617096495883696522","ChdDSUhNMG9nS0VJQ0FnSUN6azVHODFnRRAB","f","en","We had a wonderful dinner meal here during our quick trip in Paris. Very close to Notre Dame. The restaurant has an option during good weather to eat outside on the bridge nearby! Beautiful view. Wish we would have know before choosing our seat at the window. Deviled eggs! 10/10 and our beef and chicken dishes were both awesome","Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","a month ago","2024-06-04 18:19:41.154603+00","https://lh5.googleusercontent.com/p/AF1QipNJslM9Us3uHniWHEY98p8dED78iXPktgHsUFXW, https://lh5.googleusercontent.com/p/AF1QipNGTnlyRfpEf0vAakNYlWoFNS63uSgCJQiKLwP3, https://lh5.googleusercontent.com/p/AF1QipNtsmAlg5OhIQOuiZmCy3o0NqS3pKUEC68IzHAM, https://lh5.googleusercontent.com/p/AF1QipOnmX5JuSS_9CvbsdK3HJ2iktDgUuqZIvnTeABx","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6azVHODFnRRAB!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgICzk5G81gE%7CCgsIvbX9sgYQ-JvcSQ%7C?hl=en","","5","We had a wonderful dinner meal here during our quick trip in Paris. Very close to Notre Dame. The restaurant has an option during good weather to eat outside on the bridge nearby! Beautiful view. Wish we would have know before choosing our seat at the window. Deviled eggs! 10/10 and our beef and chicken dishes were both awesome","0","2781","Kristen Hillburn","https://www.google.com/maps/contrib/109112479654820376959?hl=en","109112479654820376959","2","https://lh3.googleusercontent.com/a/ACg8ocL0dBKKmZpLnCXwqfmABSQHn9Mfw861ryQD2A9or88whUOl-Q","2024-06-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:03:59.290734+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"9825038","result","2","49435611","6617096495883696522","ChZDSUhNMG9nS0VJQ0FnSUNycVo2eFlREAE","t","en",,"Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","2 weeks ago","2024-07-08 19:21:11.82406+00","https://lh5.googleusercontent.com/p/AF1QipMIqMTLz9Ov6KdUSHCMSiiaK7pumhvjCII7c6Jq, https://lh5.googleusercontent.com/p/AF1QipOjfrPrhr3BoqqDT9ap4V2eOFfKmAh-VM0SL66F, https://lh5.googleusercontent.com/p/AF1QipN2jhuwUiAv__9UCFqVq-w2C8x2ejIIOpCOXgLx","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNycVo2eFlREAE!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgICrqZ6xYQ%7CCgwIp_iwtAYQ4ND4iAM%7C?hl=en","","4","Rôtisserie d’Argent offers a nice dining experience, especially for tourists seeking an authentic taste of French cuisine. The service is great thought the food isn’t mind-blowing, but. it’s certainly enjoyable. The roasted chicken and traditional dishes cater to those looking for a typical French culinary adventure.","0","2781","Mr Z","https://www.google.com/maps/contrib/104314501790913028987?hl=en","104314501790913028987","226","https://lh3.googleusercontent.com/a-/ALV-UjUuF1yNoXxWAdar1UwgeRYIcvuXhU8g9axA4w614ubO3fzOt85Z","2024-07-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:03:59.794174+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"8366500","result","3","49435611","6617096495883696522","ChdDSUhNMG9nS0VJQ0FnSURUdjhqZDBRRRAB","f","en","A great place to dine if you want a traditional French meal. One of my favorite restaurants during my visit.l to Paris! We ordered the burrata appetizer, the chicken and beef rib steak and the most incredible dessert. The staff (Jeremy and Rick helped us) here are incredibly nice and profession and make the experience even more enjoyable! Highly recommend !","Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","a month ago","2024-05-29 13:33:17.438809+00","https://lh5.googleusercontent.com/p/AF1QipN0UgB0OXIjvjn8DiWd1n-ba-caY4ksvhaWHTR0, https://lh5.googleusercontent.com/p/AF1QipMxgNIow2_2PgyyPZ99LoMnqh23GmfrESjjowEo, https://lh5.googleusercontent.com/p/AF1QipPGeBypvEZjAYgXa9F6b0_hs2BKNFgzuXsJ1qRV","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURUdjhqZDBRRRAB!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgIDTv8jd0QE%7CCgwInd3csgYQqOOe0QE%7C?hl=en","","5","A great place to dine if you want a traditional French meal. One of my favorite restaurants during my visit.l to Paris! We ordered the burrata appetizer, the chicken and beef rib steak and the most incredible dessert. The staff (Jeremy and Rick helped us) here are incredibly nice and profession and make the experience even more enjoyable! Highly recommend !","0","2781","Colleen Duran","https://www.google.com/maps/contrib/107589845440102113259?hl=en","107589845440102113259","2","https://lh3.googleusercontent.com/a/ACg8ocIpqJB2AMyq4Go3qQzUu8exIriFMhqjIiZ2IyaIrC-4vAEA9w","2024-05-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:04:00.335494+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"9779704","result","4","49435611","6617096495883696522","ChdDSUhNMG9nS0VJQ0FnSURMdjR2YTN3RRAB","t","en",,"Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","3 weeks ago","2024-07-02 20:22:06.313511+00","https://lh5.googleusercontent.com/p/AF1QipMRBkIbkPgTkhG38Qy2xQuMipQnnazDDYsgRd1F, https://lh5.googleusercontent.com/p/AF1QipMdfAERsy41ZBX8rJ945gxrHueFDXP92oDNeW4r, https://lh5.googleusercontent.com/p/AF1QipNPnHiukkHbvitTlgyzNQzypyGkNCb5nHRCgyuB","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURMdjR2YTN3RRAB!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgIDLv4va3wE%7CCgwI6MSRtAYQwPTnpQI%7C?hl=en","","3","I had dinner here with my family. The food are delicious and the portions are big. However, when we asked for medium for the steak, it came out as medium-rare. We had to ask to send back. Besides the head server was the only one with some kind of knowledge of their wine list, their overall service was terrible. When serving the duck to me, our server accidentally poured the juice/sauce into my wine glass, yet he did not apologize nor do anything about it. I had to ask the head server for a resolution, he then poured a new glass of wine for me. The service training of this bistro is poor.","0","2781","Jo-Hui Allie Chiang","https://www.google.com/maps/contrib/105011603700656268192?hl=en","105011603700656268192","14","https://lh3.googleusercontent.com/a/ACg8ocI-ZSOVJ8rgyIUlul24N3DhWYgMbJvMCQDGAxB5tJp5T_g4Mgxf","2024-07-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:04:00.821176+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"8387565","result","5","49435611","6617096495883696522","ChdDSUhNMG9nS0VJQ0FnSUN6aGJ1RXFRRRAB","t","en","First things first, this place does not have the same views as La Tour d’Argent. It’s just bistro on street-level, contrary to the pictures posted here. I will just assume the diners simply mixed up the restaurants when posting their reviews. We booked a table on the terrace but were disappointed to find out the terrace just meant a table by the window. Next, onto the actual restaurant experience. It is the worst dining experience we had in Paris. Staff completely ignored our requests to order and told us to give them a moment, but we observed them greeting and serving other newer customers first. When we finally ordered, the food took ages to arrive. We were still waiting for our mains when the table behind us already finished their meal and left. Escargots were fine, nothing special. We got the beef fillet medium rare, but was still raw and cold in the middle. Also, the entire duck for €98 could have easily been for four people instead. It was way too much just for two. Food presentation was very plain and could have been much better. And I suggest maybe serving customers a sharper knife to cut meat next time, the knives we got could well have just been used for bread. The only reason we came here was because La Tour d’Argent was closed that day, so we hoped for a similar experience. But unfortunately it was extremely disappointing. Would give 0 stars if it were possible.","Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","a month ago","2024-06-03 13:07:37.423868+00","https://lh5.googleusercontent.com/p/AF1QipO5h5uZoMPK6dRBUMuO7P_ZPb-la6N8E4tvLmPy, https://lh5.googleusercontent.com/p/AF1QipMqAbT6hVA3qsbOA9QbQ3QgPgHM1gX8s4Ps25Hv, https://lh5.googleusercontent.com/p/AF1QipM1HfMCfwue-E-azJ--Q_LQSavvBUwt_q83wkJd, https://lh5.googleusercontent.com/p/AF1QipMByfpbXXUEboP-UsS1sJz_XwWE__FSgSMbfukm","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6aGJ1RXFRRRAB!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgICzhbuEqQE%7CCgwImYD3sgYQ4OyOygE%7C?hl=en","","1","First things first, this place does not have the same views as La Tour d’Argent. It’s just bistro on street-level, contrary to the pictures posted here. I will just assume the diners simply mixed up the restaurants when posting their reviews. We booked a table on the terrace but were disappointed to find out the terrace just meant a table by the window. Next, onto the actual restaurant experience. It is the worst dining experience we had in Paris. Staff completely ignored our requests to order and told us to give them a moment, but we observed them greeting and serving other newer customers first. When we finally ordered, the food took ages to arrive. We were still waiting for our mains when the table behind us already finished their meal and left. Escargots were fine, nothing special. We got the beef fillet medium rare, but was still raw and cold in the middle. Also, the entire duck for €98 could have easily been for four people instead. It was way too much just for two. Food presentation was very plain and could have been much better. And I suggest maybe serving customers a sharper knife to cut meat next time, the knives we got could well have just been used for bread. The only reason we came here was because La Tour d’Argent was closed that day, so we hoped for a similar experience. But unfortunately it was extremely disappointing. Would give 0 stars if it were possible.","0","2781","Darryl N","https://www.google.com/maps/contrib/113256500322862336562?hl=en","113256500322862336562","14","https://lh3.googleusercontent.com/a/ACg8ocLShH19oUUUxIx7Sb9dzN7x0T2-GkuyCSqS4FTsF1AYKnixzA","2024-05-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:04:01.284582+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"8347297","result","6","49435611","6617096495883696522","ChdDSUhNMG9nS0VJQ0FnSUN6MU5mR3JnRRAB","t","en","Wonderful meal. Friendly, courteous, and professional staff. Excellent custom wine pairing by the sommelier. We enjoyed one of a kind meal watching night fall over Paris from a great vantage point. Well worth it.","Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","a month ago","2024-05-31 06:53:06.541402+00","https://lh5.googleusercontent.com/p/AF1QipM12GFHP9buEfr2oKyzOEIDJRxJ2ZGSpdIhybNK, https://lh5.googleusercontent.com/p/AF1QipOWblc1V9RDXdSwwUWtR306gxtXFmP_UAp0I6uJ, https://lh5.googleusercontent.com/p/AF1QipP4jAp13ZgvIGsltoLtShVK5m46DznRa2AAj_5F","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6MU5mR3JnRRAB!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgICz1NfGrgE%7CCgwI0uflsgYQkMeUggI%7C?hl=en","","5","Wonderful meal. Friendly, courteous, and professional staff. Excellent custom wine pairing by the sommelier. We enjoyed one of a kind meal watching night fall over Paris from a great vantage point. Well worth it.","0","2781","Dan McLaughlin","https://www.google.com/maps/contrib/112919604662530125189?hl=en","112919604662530125189","7","https://lh3.googleusercontent.com/a-/ALV-UjW6bwwIqWQbL1PvGIHGblHDGkm2biPGpasUW0tAiLKeGhOS08M","2024-05-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:04:01.7433+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"9055431","result","7","49435611","6617096495883696522","ChdDSUhNMG9nS0VJQ0FnSURMdDctc2dRRRAB","f","en","A meal that was savored and enjoyed from start to finish. We first visited in 1982 and the Duck Dellair was a unique preparation. We had the foie gras and tomatoes. Shared the Duck and ended with a black current soufflé (in 1982 it was strawberry). A great wine from their extensive list. But the beautiful ambiance, and kind and attentive service made the experience sublime. We are grateful to the whole staff for such a memorable evening.","Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","3 weeks ago","2024-07-02 06:15:15.399978+00","https://lh5.googleusercontent.com/p/AF1QipP_Vr-DfomdWXEwO3yp2jwLEpnpvWa3BY3zTPN9, https://lh5.googleusercontent.com/p/AF1QipMa1FwogKLAYNVdOOnMNgIUDC_Yi9j-EODUGL0f, https://lh5.googleusercontent.com/p/AF1QipMgI2ZGQSpV8Wn2NAkeadT_mc2fgA57veYj2XM3, https://lh5.googleusercontent.com/p/AF1QipMf_fxE-nEUweKvUU_zimhYkjEiEx6bBLkMFTQ7, https://lh5.googleusercontent.com/p/AF1QipMDMWiu6VRWfNI3IVLCZuAyZWYyniQCr3gfDCA2, https://lh5.googleusercontent.com/p/AF1QipMy5TuVo4lPOo1K8_kxd9SHsJEoMW4XIjnwUZti, https://lh5.googleusercontent.com/p/AF1QipPM8UrPHalobFiOeniIzkKdVyJgjrMHNlKcujwV, https://lh5.googleusercontent.com/p/AF1QipMIyWAxBN37NIMRGYIEzfgTQi3AEhzkGOMcxhrT, https://lh5.googleusercontent.com/p/AF1QipOUOslHo1AFhk0zV9e4KwNOZiqrb4BEGDayilxy, https://lh5.googleusercontent.com/p/AF1QipPrawTdhtBTKdtbO8WEWlKv3DDPgS9cvEQYoTiT, https://lh5.googleusercontent.com/p/AF1QipPgK58gqftyLscoGmcG1-kfMnmlfXglz11AoJOC, https://lh5.googleusercontent.com/p/AF1QipMjK6Oa4quTXMAkSZ_4CVNN4sMlOcDZvgu-Rg0G, https://lh5.googleusercontent.com/p/AF1QipNeEY2oCAC5bXkVGwhiJds2b2V7dYydEY12zqJ6, https://lh5.googleusercontent.com/p/AF1QipOyOsurlZQR8TmYoU8iz1xwOSK6gXFijGIpYmK3, https://lh5.googleusercontent.com/p/AF1QipNOjcBptxcN8YivjNREfVg6cL-3r2GVh81kzPCt, https://lh5.googleusercontent.com/p/AF1QipNHgjMGwMEkppeyEPpHjDi0tlw7K8OsjoPjTKWr, https://lh5.googleusercontent.com/p/AF1QipMq16eGYuaePr73JyBTsqRoqqeUiZAkNOESZTaw, https://lh5.googleusercontent.com/p/AF1QipMdoztX4kJl_FsS_yPnc4Mc3WtJ7_TpxCx8lbcJ, https://lh5.googleusercontent.com/p/AF1QipMSP16NOY6zGiPCi7neW6l8dQc5ItXdljXNtx08, https://lh5.googleusercontent.com/p/AF1QipPv-xpu7Vm44yaA-81NWkwZS4f9RP-f2BBlgDxH, https://lh5.googleusercontent.com/p/AF1QipM2S0-tRuV844WSPfI74NWOejrW6YEG7j2h8DGw","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURMdDctc2dRRRAB!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgIDLt7-sgQE%7CCgwI87WOtAYQkNzcvgE%7C?hl=en","","5","A meal that was savored and enjoyed from start to finish. We first visited in 1982 and the Duck Dellair was a unique preparation. We had the foie gras and tomatoes. Shared the Duck and ended with a black current soufflé (in 1982 it was strawberry). A great wine from their extensive list. But the beautiful ambiance, and kind and attentive service made the experience sublime. We are grateful to the whole staff for such a memorable evening.","0","2781","Gary Bretton-Granatoor","https://www.google.com/maps/contrib/106826078217530213065?hl=en","106826078217530213065","13","https://lh3.googleusercontent.com/a-/ALV-UjU4N8tCbuMXi-J6hlVADKulc5bXyWm4R0vUxPdcJqLK-Ga_-g6W","2024-06-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:04:02.178262+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"8461446","result","8","49435611","6617096495883696522","ChZDSUhNMG9nS0VJQ0FnSUR6enFqS0h3EAE","f","en","Wow! Rarely do I start a review with a wow, but this one deserves it. Traditional French bistro atmosphere, but with a welcoming vibe. The service is excellent, unrushed, attentive and helpful and friendly. The food while simple was perfectly executed. Escargot perfect, roasted half chicken with creamed potatoes and confit of duck leg and roasted potatoes. Ile flottane for dessert just perfect, excellent wine list. And the restaurant is located just across from the seine river. This is a must stop.","Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","a month ago","2024-06-10 04:33:18.721844+00","https://lh5.googleusercontent.com/p/AF1QipOZyv8gSMUcknjhSEVv_rH8bEUdN72dUE885XUY, https://lh5.googleusercontent.com/p/AF1QipPIJZbmOexSWREpH3_HSYlroSlrQ1OlRka-kBNS, https://lh5.googleusercontent.com/p/AF1QipMwxulD2VLq6ST-n1fqm82UM40o0ScgdrTms_jf, https://lh5.googleusercontent.com/p/AF1QipM5VOmbZbdVWEbTSuT3onki4BPYtxTrUFDuHvMc, https://lh5.googleusercontent.com/p/AF1QipNU6DUfYDi3kzA3eNyg9Knw-I0h3DGLPC3vmJnA","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR6enFqS0h3EAE!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgIDzzqjKHw%7CCgwIjoSaswYQoO6Z2AI%7C?hl=en","","5","Wow! Rarely do I start a review with a wow, but this one deserves it. Traditional French bistro atmosphere, but with a welcoming vibe. The service is excellent, unrushed, attentive and helpful and friendly. The food while simple was perfectly executed. Escargot perfect, roasted half chicken with creamed potatoes and confit of duck leg and roasted potatoes. Ile flottane for dessert just perfect, excellent wine list. And the restaurant is located just across from the seine river. This is a must stop.","0","2781","Ken Sligar","https://www.google.com/maps/contrib/100843998802016243551?hl=en","100843998802016243551","44","https://lh3.googleusercontent.com/a/ACg8ocJU7YO5xvlrg7HcQD-KGQ-emZKjUtz88ypnw6oh73ccoJ6AGQ","2024-06-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:04:02.616302+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"8387458","result","9","49435611","6617096495883696522","ChdDSUhNMG9nS0VJQ0FnSUN6dUl5RW53RRAB","t","en","A most wonderful experience. From the time you walk in to the time you leave. We visited for our 40th wedding anniversary. I’m a vegetarian and so surprised that they conformed dishes to suit me. We had the best experience. We will visit again and again. Highly recommend","Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","a month ago","2024-05-30 16:55:55.17474+00","https://lh5.googleusercontent.com/p/AF1QipMw3fW9XOuscDY5aSVJdPsMBbUCrZvlLM8tZeSc, https://lh5.googleusercontent.com/p/AF1QipP7eIzPallbdrH5j-QJDDImwRFzAPkRReC0cGsX, https://lh5.googleusercontent.com/p/AF1QipPxsFzZxe14BDUxi_zxpWcX1KmgT-f208mhugL1, https://lh5.googleusercontent.com/p/AF1QipMKdz-zZDFzms5i6BEJPnx7oJoh9nRJnljgGFBE, https://lh5.googleusercontent.com/p/AF1QipMigjoyqUFgj8qAvmPpui9y5UELVST4ypctu-gU, https://lh5.googleusercontent.com/p/AF1QipMpWPG8a9pCZn7CtxPm5imYsKcR-ZX4guGhba_c, https://lh5.googleusercontent.com/p/AF1QipOcxty74AxNyRNympt87KPrKrVQMT1pB1Q7sUuS, https://lh5.googleusercontent.com/p/AF1QipNGI5bx29L2pVhGrrQnZqNhvxBkIWwQoIxwK5JB, https://lh5.googleusercontent.com/p/AF1QipO58orK4bFLP8BAcGOYAH-fd3gk0Q2fVtfEXzy0, https://lh5.googleusercontent.com/p/AF1QipPU-c44eA_l1YpzgC_pYtILTvMv0M66B1VVuxpS, https://lh5.googleusercontent.com/p/AF1QipOGXbT6xvJdN8t5RwnfV_mVmUj_4V_SUikSEl8d, https://lh5.googleusercontent.com/p/AF1QipP4MW4Bo7OTJ1c3aXLFRmPYkg6SVpiR6L2Y7or5, https://lh5.googleusercontent.com/p/AF1QipPuM8Gf2BI61xRxBCBmjc8k-DfHRDHQEaC2qWCe","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6dUl5RW53RRAB!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgICzuIyEnwE%7CCgwImeDisgYQoMv71wI%7C?hl=en","","5","A most wonderful experience. From the time you walk in to the time you leave. We visited for our 40th wedding anniversary. I’m a vegetarian and so surprised that they conformed dishes to suit me. We had the best experience. We will visit again and again. Highly recommend","0","2781","Val Chavez","https://www.google.com/maps/contrib/102422164802711443010?hl=en","102422164802711443010","66","https://lh3.googleusercontent.com/a-/ALV-UjXHrMKomC99KusncsYH0If1NjcxDl0rk_kDzscjAAdsb1fEoa8L","2024-04-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:04:03.125322+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
"7893030","result","10","49435611","6617096495883696522","ChdDSUhNMG9nS0VJQ0FnSUNqcnFhVHRnRRAB","t","en","Absolutely wonderful environment. Delicious food. We got lucky and were sat without a reservation. We had the duck leg, half chicken, and Cote Du Rone white wine. Everything was fantastic! Our waiter Anton was very helpful.","Google","ChIJg4octORx5kcRijmhQTSm1Fs","La Rôtisserie d'Argent","3 months ago","2024-04-21 19:13:23.466942+00","https://lh5.googleusercontent.com/p/AF1QipMfddXfKr_8LV3LWdMF4jhfHaZ-chLo3ezPUfgW, https://lh5.googleusercontent.com/p/AF1QipNaYoW7tNc8XJWaaliITKq_YF2zuiWtMkMLExrZ, https://lh5.googleusercontent.com/p/AF1QipNOVCXB2zQfWgwcihNs7lLs4Fz78wAxqbXq62e-","4.4","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNqcnFhVHRnRRAB!2m1!1s0x0:0x5bd4a63441a1398a!3m1!1s2@1:CIHM0ogKEICAgICjrqaTtgE%7CCgwI08qVsQYQsPDT3gE%7C?hl=en","","5","Absolutely wonderful environment. Delicious food. We got lucky and were sat without a reservation. We had the duck leg, half chicken, and Cote Du Rone white wine. Everything was fantastic! Our waiter Anton was very helpful.","0","2781","Sam Collins","https://www.google.com/maps/contrib/107041350649239207146?hl=en","107041350649239207146","34","https://lh3.googleusercontent.com/a-/ALV-UjXEgVt0m7FnRnRDm92FoHoyBSqqFFz3la0pa0CT5NRb3TBglSQrjA","2024-04-28 00:00:00","0x0:0x5bd4a63441a1398a","2024-07-28 15:04:03.65924+00","https://www.google.com/maps/place/La+Tour+d'Argent/@48.8499542,2.3524796,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8499369!4d2.3547128","most_relevant","English (United States)"
