id,object,result_position,task_id,cid,internal_review_id,is_user_local_guide,lang,original_text,origin,place_id,place_name,published_at,published_at_datetime,pictures,place_average_score,review_link,response_from_owner,score,text,total_likes,total_reviews,user_name,user_link,user_internal_id,user_reviews_count,user_image_url,visited_in,zero_x,collected_at,input_url,input_sort_by,input_language
"11333242","result","1","49441801","5625616732699139821","ChZDSUhNMG9nS0VJQ0FnSUNsMHRIWElnEAE","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","8 months ago","2023-11-15 07:23:58.047143+00","https://lh5.googleusercontent.com/p/AF1QipPdCKSsH9uhvELfzbMCh2O62cvhrj7Caq3wZN9B, https://lh5.googleusercontent.com/p/AF1QipO63pqoQd1OHg64cg5aK1k07MAY_AHlqxOWwY9y, https://lh5.googleusercontent.com/p/AF1QipM8Z31e_joh5U4RemYyFFzrDLMzj_Om75HnYpRb","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNsMHRIWElnEAE!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgICl0tHXIg%7CCgsIjuTRqgYQ2LC9Fg%7C?hl=en","","4","Nice view and quiet environment. It is a best place for sunday morning coffee, nice place","0","1131","Tâm Ngân","https://www.google.com/maps/contrib/104348351618311207741?hl=en","104348351618311207741","1","https://lh3.googleusercontent.com/a-/ALV-UjXSeTnUSabdCG9lKZ_6v4SPzwZrC--RqxE_Cv8540vxHX5_pI0",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:50.064758+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333244","result","2","49441801","5625616732699139821","ChZDSUhNMG9nS0VJQ0FnSURSLVpIVkpREAE","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","a year ago","2023-04-29 11:16:27.636167+00","https://lh5.googleusercontent.com/p/AF1QipOarWJUm-TXY0Ul0g9JcIb1UIeFdD24qaEHv3Wo, https://lh5.googleusercontent.com/p/AF1QipNFDyo7oGXSrUFA3lOiU62z2oW4NrUPUTTVD-ZR, https://lh5.googleusercontent.com/p/AF1QipMAplz9UwaAnIxv5asRmlFFUyRv3Ma7ix4kiYCK","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSLVpIVkpREAE!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgIDR-ZHVJQ%7CCgwI7PmzogYQiOGO2wM%7C?hl=en","","5","Great coffee with a view of a busy street and a park. I tried the egg coffee and a yogurt with dried fruit.","0","1131","Manny Sergentakis","https://www.google.com/maps/contrib/108811601855049991846?hl=en","108811601855049991846","483","https://lh3.googleusercontent.com/a-/ALV-UjX1l1PYxTxUBN-hLG80IWzQGFDiI_pnzjBLXfcl1RESLsfqUSTdaQ",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:51.245722+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333246","result","3","49441801","5625616732699139821","ChdDSUhNMG9nS0VJQ0FnSUR1c1oyajBRRRAB","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","a year ago","2022-08-23 10:23:44.539788+00","https://lh5.googleusercontent.com/p/AF1QipOE5tfgFho71zUWJFOInuOZ2SnxG6LvIg0d5Ni0, https://lh5.googleusercontent.com/p/AF1QipPfuFHbHdzsoaOX_-2iJblTpw1OwafI0CvLZoYI, https://lh5.googleusercontent.com/p/AF1QipMPSqUlk_X_yrST-v3gti39tesuSkkFqisOLNp3, https://lh5.googleusercontent.com/p/AF1QipPPwzNPtQSIKzmod_K-rTMudqQGawYCkfOBxdc7, https://lh5.googleusercontent.com/p/AF1QipN603TZ22hTcFKQXiRV3gi9Vj0UFLxNGbePq_Hd, https://lh5.googleusercontent.com/p/AF1QipOAQQ3F9HjIJKLpcSaDoHPW1l-vK4E42i9yUj_-","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1c1oyajBRRRAB!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgIDusZ2j0QE%7CCgwIsNWSmAYQ4IWygQI%7C?hl=en","","4","Trung Nguyen is famous for coffee and there is no comment about this place anymore. Coffee is excellent","0","1131","Bryan Ho","https://www.google.com/maps/contrib/106047174765547826021?hl=en","106047174765547826021","62","https://lh3.googleusercontent.com/a-/ALV-UjWjaodl0ZesS2QsscSPBDZ-kIX5m5IKG7MvwZdTbhBirw7XeEo-",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:52.721007+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333248","result","4","49441801","5625616732699139821","ChdDSUhNMG9nS0VJQ0FnSUM1enMyQW1RRRAB","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","9 months ago","2023-10-13 13:39:11.202145+00","","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM1enMyQW1RRRAB!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgIC5zs2AmQE%7CCgsI_5ClqQYQ6PmxYA%7C?hl=en","","5","I'm a lover of Vietnamese coffee and this Trung Nguyen makes one of the best coffees. They also serve breakfast and lunch with a small selection of dishes. I've tried their ""cơm tấm"" (broken rice) and found it delicious. The space is also suitable for working for long hours.","1","1131","John Murphy","https://www.google.com/maps/contrib/113591589797369148324?hl=en","113591589797369148324","23","https://lh3.googleusercontent.com/a-/ALV-UjWy8A6Tr7IyYWb_cxhcQ97JckfsGUV9Cb3TsgXELe8A1CCDIWc",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:53.517698+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333250","result","5","49441801","5625616732699139821","ChZDSUhNMG9nS0VJQ0FnSURZaDhia0xnEAE","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","5 years ago","2019-05-25 04:24:12.786405+00","https://lh5.googleusercontent.com/p/AF1QipN40F7Xxow26ZK09UL9Et_jSf3VF8R6Prarmoin, https://lh5.googleusercontent.com/p/AF1QipM_zxEtOKQ-RDqieWiV5NBQP4pa2mwyv2Tr05dE, https://lh5.googleusercontent.com/p/AF1QipP3KuRTDk-TR_c3FnObxrw79i3rLJBqLChlXp7l, https://lh5.googleusercontent.com/p/AF1QipNnj3T_Hz2_KqUgVqIostYgEik0NRK0ms1f_Olt, https://lh5.googleusercontent.com/p/AF1QipPePVafzGe27c13b-ergeVptA-YxAg_W5IXSUQQ","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURZaDhia0xnEAE!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgIDYh8bkLg%7CCgwI7Iaj5wUQiK3-9gI%7C?hl=en","","5","Attend monthly meetups in the cafe, friendly and professional staff and nice coffee","1","1131","Pallas Cat","https://www.google.com/maps/contrib/115238779349989786019?hl=en","115238779349989786019","317","https://lh3.googleusercontent.com/a-/ALV-UjXQqE_N6ltlP7GNhLuoFt17WZ7VEcbDtDCdQ1Qri2YZ4Skc8Y_9",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:54.758425+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333252","result","6","49441801","5625616732699139821","ChZDSUhNMG9nS0VJQ0FnSUN3eGZ5VEJREAE","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","6 years ago","2018-07-03 11:59:31.333+00","https://lh5.googleusercontent.com/p/AF1QipMD8n0Qyq7XnZFOKaTkTRPyR33t-MhYmqkVUGkw, https://lh5.googleusercontent.com/p/AF1QipPoLSI6Yr97GON-XAcst6d2i2uPyee3xamGdOtk","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3eGZ5VEJREAE!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgICwxfyTBQ%7CCgwI2crt2QUQwO2P0QI%7C?hl=en","","3","The taste of coffee doesn't true and fit with other TrungNguyen legend.","0","1131","Luong Cuong","https://www.google.com/maps/contrib/103817104631464078610?hl=en","103817104631464078610","281","https://lh3.googleusercontent.com/a-/ALV-UjVDgZp_AwxPFh3xE3wIPsUbopS8CbP7AZnarl5kEPWrJvwCJYVLOw",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:55.682517+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333254","result","7","49441801","5625616732699139821","ChdDSUhNMG9nS0VJQ0FnSUNSbHNiWHpBRRAB","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","a year ago","2023-04-01 03:18:17.757208+00","","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSbHNiWHpBRRAB!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgICRlsbXzAE%7CCgsI4cieoQYQuP_xMA%7C?hl=en","","5","The Coffee with egg tastes enough the rich combine with the coffee...it's wonderful. The cream by beating egg have a pleasant taste characteristic of honey, but not too much sweet. Let's enjoy a cup of coffee with egg serviced by friendly.","0","1131","hoang yen","https://www.google.com/maps/contrib/104230647968942631016?hl=en","104230647968942631016","128","https://lh3.googleusercontent.com/a/ACg8ocLKvg6AUvSSrJQX3USQa_nT7pij34Va5MDMRYKB7oedcJB3AA",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:56.710721+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333256","result","8","49441801","5625616732699139821","ChdDSUhNMG9nS0VJQ0FnSURLcU1Yb2x3RRAB","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","3 years ago","2021-04-28 12:25:29.820737+00","https://lh5.googleusercontent.com/p/AF1QipNEC4QwLoOtb7nouTpsETUwk9Ydn9CrHETwml7T, https://lh5.googleusercontent.com/p/AF1QipPehY6dw0SVBSp6COrLVsT_sT8arbdeQJU7ML9R, https://lh5.googleusercontent.com/p/AF1QipMi8eZ46jogKrw94y00UXrM8hAWYlB4IvS8OE3w, https://lh5.googleusercontent.com/p/AF1QipO3wMFXcGSPXqVWkiX-kDGxMsKtYuLAJlM5s1dO, https://lh5.googleusercontent.com/p/AF1QipOdqhxfAhXf1julkh2m_owtRHR8ejSagJbaazEH","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURLcU1Yb2x3RRAB!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgIDKqMXolwE%7CCgwIyqilhAYQuJq5ugI%7C?hl=en","","3","Good Vietnamese coffee, quite pricey!","0","1131","Tuan Nguyen","https://www.google.com/maps/contrib/100491381791982384254?hl=en","100491381791982384254","228","https://lh3.googleusercontent.com/a-/ALV-UjWRUm-2V0lHicB2zWuvMtJRYk3hTym7DU88TnmLmiEQQVvs7FIeZw",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:57.399644+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333258","result","9","49441801","5625616732699139821","ChdDSUhNMG9nS0VJQ0FnSURSaXRXUzlRRRAB","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","a year ago","2023-04-22 11:10:05.144869+00","https://lh5.googleusercontent.com/p/AF1QipN5ZCZDMFiOS3sv0BlCMO28fTwAqLx7l-7u5jZc, https://lh5.googleusercontent.com/p/AF1QipNcMPJENYssC1pQkKo0KgNlBzcJAXVTyRjH9_Aj","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSaXRXUzlRRRAB!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgIDRitWS9QE%7CCgwInIGPogYQoPKWpAE%7C?hl=en","","5","I'm not a coffee person, but this place made me want to try coffee","0","1131","Vincent Chandra","https://www.google.com/maps/contrib/113469006019864312908?hl=en","113469006019864312908","69","https://lh3.googleusercontent.com/a-/ALV-UjWrmxvICUrOoE5lCZD_l705E39JaRuAjRZkJAE3DiKKqjDlX3TFfQ",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:58.047262+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11333260","result","10","49441801","5625616732699139821","ChZDSUhNMG9nS0VJQ0FnSUNld0x5ZUJREAE","t","en",,"Google","ChIJd3tdwS8pdTER7Z4G05w0Ek4","Trung Nguyen Coffee","a year ago","2022-09-03 04:28:41.407881+00","https://lh5.googleusercontent.com/p/AF1QipM7oYc3rqjfpxmyHqJULUH6h55yRgRsL0kysbbC, https://lh5.googleusercontent.com/p/AF1QipP5RFl2_157sxWhegLpMNAFCPAMcBH8H5x5JAZY","4.1","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNld0x5ZUJREAE!2m1!1s0x0:0x4e12349cd3069eed!3m1!1s2@1:CIHM0ogKEICAgICewLyeBQ%7CCgwIsLDLmAYQuPWThQI%7C?hl=en","","5","Great taste to enjoy and buy ""the legend of Trung Nguen coffee","0","1131","hening pujowinarso","https://www.google.com/maps/contrib/103950212124012639915?hl=en","103950212124012639915","154","https://lh3.googleusercontent.com/a-/ALV-UjV0jI0F40UbVoR5zGjUMDgdLlgcgdenM9UPdwEHarMzGa38Wf2p",,"0x0:0x4e12349cd3069eed","2024-07-29 02:14:58.841731+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Coffee/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x3175292fc15d7b77:0x4e12349cd3069eed!8m2!3d10.8002554!4d106.6655772!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBBGNhZmXgAQA!16s%2Fg%2F1pp2tl4hh!5m1!1e1?entry=ttu","most_relevant","English (United States)"
