id,object,result_position,task_id,cid,internal_review_id,is_user_local_guide,lang,original_text,origin,place_id,place_name,published_at,published_at_datetime,pictures,place_average_score,review_link,response_from_owner,score,text,total_likes,total_reviews,user_name,user_link,user_internal_id,user_reviews_count,user_image_url,visited_in,zero_x,collected_at,input_url,input_sort_by,input_language
"11336642","result","1","49457523","11524149296383646686","ChdDSUhNMG9nS0VJQ0FnSUNyeTdXeTZ3RRAB","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","2 weeks ago","2024-07-11 06:26:50.211066+00","https://lh5.googleusercontent.com/p/AF1QipMKygNCQarNdW9VDoT91jZQqFhnsU5OOPm0pIL4, https://lh5.googleusercontent.com/p/AF1QipO6zFMJdqtd-fi5qk-P-zlKSBnAwFRsDBQY8rHU, https://lh5.googleusercontent.com/p/AF1QipOhDzAQOCn3BppXxdOgYyYvfPYR7zHr0nazKIDg, https://lh5.googleusercontent.com/p/AF1QipM_0j3oLzAdH6H5WiwtPrRUzl3SA7gaT2hnze5W, https://lh5.googleusercontent.com/p/AF1QipPi7ye5Zv_HIQHayPlkx-SC-XWH_p1WEll-H3x3, https://lh5.googleusercontent.com/p/AF1QipPeyKOnnhX3zybHXnQbko4iT3u5JRukJlLzKUXh, https://lh5.googleusercontent.com/p/AF1QipM8iU6oiSIh7xHmdLxMdzZQRms9hcrSlqCDq_6X, https://lh5.googleusercontent.com/p/AF1QipOf6NHSKSzkBxgAWORJkJ1bETYnfFk0gLYt6BjG, https://lh5.googleusercontent.com/p/AF1QipNjoXEteVi0A3r-ku1GaTNdyzHhdIJsv1Svmcr9, https://lh5.googleusercontent.com/p/AF1QipMmm7uN7cvG3v06l_ErxhN18U4p2HDRUdntjD9X","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNyeTdXeTZ3RRAB!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgICry7Wy6wE%7CCgsIqva9tAYQkLnSZA%7C?hl=en","","5","An extremely cozy cafe, especially on the higher floors! Calming music and a soothing ambience. The salt coffee is also good and is not just a cup full of ice (this isn't as common as it should be). However, you may want to add another shot to the drink if you prefer your drink stronger.","0","1070","Jonathan Chew","https://www.google.com/maps/contrib/106144108752002112533?hl=en","106144108752002112533","217","https://lh3.googleusercontent.com/a/ACg8ocI7wUluuGb2IclvkRfYf1BEhaumY5jVEBGZrDOeMrVB-8_6IwM",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:40.703444+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336644","result","2","49457523","11524149296383646686","ChZDSUhNMG9nS0VJQ0FnSUNyNjh1RWVnEAE","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","2 weeks ago","2024-07-11 09:31:15.141598+00","https://lh5.googleusercontent.com/p/AF1QipOdPsXqod_CQPYvesE00t49cCDwYf877l_Ojk1L, https://lh5.googleusercontent.com/p/AF1QipM4RdPCV4hWpU55qdbNohNwL0F5p_7c4S8-ye84, https://lh5.googleusercontent.com/p/AF1QipMpoAaB5mOlumD_0-MOKejz9n3JxfLUbmzhQTeD, https://lh5.googleusercontent.com/p/AF1QipPFu7XZsEIkBLSuiHqob2vYd4Vh6Ccwggllm-Eq","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNyNjh1RWVnEAE!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgICr68uEeg%7CCgsI48y-tAYQsLrCQw%7C?hl=en","","5","Nice coffee place, expensive but worth the price for the atmosphere and quality of coffee. There’s three stories and aircon was good, you can get out of the hot weather here. The Pandan lotus tea was amazing, definitely worth a try. Salt coffee was delicious too.","0","1070","TW","https://www.google.com/maps/contrib/106877414646557808760?hl=en","106877414646557808760","124","https://lh3.googleusercontent.com/a-/ALV-UjVlCb11-AqGP-ISWZJSGOXEAAYLHtdx3RnSfL3Ax1iO9-Q_0Y3q1w",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:41.200687+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336645","result","3","49457523","11524149296383646686","ChdDSUhNMG9nS0VJQ0FnSUNkM3ZfMl9BRRAB","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","5 months ago","2024-02-15 13:39:14.360466+00","https://lh5.googleusercontent.com/p/AF1QipPWEiVPNFEfM1HaxLqbnOcATqIwBtP0iEk7wBWd, https://lh5.googleusercontent.com/p/AF1QipOb-cZR_AzRd53LEtklzd1qu7n5V3ytM4R2OB0h, https://lh5.googleusercontent.com/p/AF1QipME3T1GZ588GCJy_sUgqU5UaXBVFQzCVTLn4kiK, https://lh5.googleusercontent.com/p/AF1QipMznB9LbMZjD3p8euoN5giDb4UUaod17vL6pkwg, https://lh5.googleusercontent.com/p/AF1QipMD1rP6M50kyxlcrfXxkaA0SbpUyQ9bDEEE0UUP, https://lh5.googleusercontent.com/p/AF1QipNlRV33ReRuixak8VHMFyhLh00rLVUSx6nrZuVS","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNkM3ZfMl9BRRAB!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgICd3v_2_AE%7CCgwI3q-4rgYQqO2NmwI%7C?hl=en","","5","A super nice coffee place to chill out and its 3 storey tall. The top floor seems like allow smoking. Too bad the egg coffee sold out when we reached after dinner. So we drunk the traditional drip coffee. Great place to unwind after a hectic or bz day! There are these book in Vietnamese in the cafe altho i dont understand it but the prologue is in english is very inspirational written by founder of the cafe itself.","1","1070","Trisha Lim","https://www.google.com/maps/contrib/105084572238872734387?hl=en","105084572238872734387","95","https://lh3.googleusercontent.com/a-/ALV-UjXPWHgoe0RAt6F67XGF1EIpIJSXn2ksCc0uniFIcv5_iXxROgrH",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:42.020389+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336648","result","4","49457523","11524149296383646686","ChZDSUhNMG9nS0VJQ0FnSUNUbnNIblNnEAE","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","2 months ago","2024-05-15 05:04:19.068835+00","https://lh5.googleusercontent.com/p/AF1QipN1H2laROpHPiFj50FbKtJqSQ89qdVh3j-iiiUz, https://lh5.googleusercontent.com/p/AF1QipPKxmhd0y01XfbrjjtGc6Dwy1h1fM7LBasQF97f, https://lh5.googleusercontent.com/p/AF1QipP0HIHtQOsp9Dgh9AmwqpqMK_G91H2XCseyRxLa, https://lh5.googleusercontent.com/p/AF1QipOS962d0DXK6Q_hJTzHrRvHcSJ1DvwmUv3ZZ8qK, https://lh5.googleusercontent.com/p/AF1QipPSwsZNGEwBYtdnOwCtuZ_gvKgca2etT7H7y1yj, https://lh5.googleusercontent.com/p/AF1QipPMPOOvCqWxiAc8vcBSDIhfhOTDNyMbEaI3vRpR","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNUbnNIblNnEAE!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgICTnsHnSg%7CCgsI04SRsgYQuK3pIA%7C?hl=en","","5","Tasteful coffee! Coconut coffee is a must try! Most of the staff is very welcome to the tourists","0","1070","Slyses Merryl","https://www.google.com/maps/contrib/113450901205000644279?hl=en","113450901205000644279","22","https://lh3.googleusercontent.com/a-/ALV-UjXZ-m-ctIiooXGcC9R1yJDC6pr3RQTvj6IbaZjHG3-fQSf89do_NA",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:42.633038+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336651","result","5","49457523","11524149296383646686","ChdDSUhNMG9nS0VJQ0FnSUMxdXJ1cnNRRRAB","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","7 months ago","2023-12-28 09:54:04.928716+00","https://lh5.googleusercontent.com/p/AF1QipOYmaisdyN2puHibrxzivnErXpJaro_qiDNgdPd, https://lh5.googleusercontent.com/p/AF1QipNqcsJ5bZ9yRXdEWyezFYf0NRctGujHdUGYiODX, https://lh5.googleusercontent.com/p/AF1QipOFSSNQdmZZPD5hAf4AHhAC5eF1wC_FRh0W0u2z, https://lh5.googleusercontent.com/p/AF1QipMKCdg8ky2noeWMyneuKu-2peOr4mNViq2BjyOv, https://lh5.googleusercontent.com/p/AF1QipNii5m3WzqNtxYsMvu13ghmCUHJVgYC3o82Zmt4, https://lh5.googleusercontent.com/p/AF1QipNPVJhAi01pWHvFEB8rKQm25o6DWod7KKMu_oQR, https://lh5.googleusercontent.com/p/AF1QipM5eln1uNCerRBOj0V1rz22f_PN1WBPCxBUp2te","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxdXJ1cnNRRRAB!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgIC1urursQE%7CCgwI-4y1rAYQ-LmlzwM%7C?hl=en","","5","So many different coffees to choose from! Great service and delicious coffee. Main/ground floor plus two other floors! Lots of space and great view of the streets. Will definitely come again!","1","1070","Beezer333 Beezer333","https://www.google.com/maps/contrib/113179269765624943091?hl=en","113179269765624943091","367","https://lh3.googleusercontent.com/a-/ALV-UjX3wo1m-4sufmg5069NtcuAFRSIVJ6amfyY9UrEO5NtVtv3Asyw",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:43.135241+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336654","result","6","49457523","11524149296383646686","ChZDSUhNMG9nS0VJQ0FnSURaNHJ5NUtREAE","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","10 months ago","2023-09-27 13:02:49.546006+00","https://lh5.googleusercontent.com/p/AF1QipPN0TJA3EtkiKmWtj1ZFgJJq2OoAoTCXzqWHEG2, https://lh5.googleusercontent.com/p/AF1QipOsqN0Bnf5GxSIQoes02hypOdKn5oPtR4s7OHLW, https://lh5.googleusercontent.com/p/AF1QipNj1PVoMM8rr2vfS_sYD6mj9KiYVKdYUHhaKDd8, https://lh5.googleusercontent.com/p/AF1QipPRX2DzOpd1eH4wFesNDJCyQhdcZFH918xw3w5m, https://lh5.googleusercontent.com/p/AF1QipPVRuh-vrjbtSkLehXZjn_eQ3y2CA9ETKFA9wpu, https://lh5.googleusercontent.com/p/AF1QipPdgNa1hIcHH1z0gFBchRUnEwZosjLx5HhfiOpv, https://lh5.googleusercontent.com/p/AF1QipMAgpBaulwi9c4_eN59PmiWydpcx81DAGeC0RKi","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaNHJ5NUtREAE!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgIDZ4ry5KQ%7CCgwIrdDQqAYQ6O_q1gI%7C?hl=en","","4","Good chill out spot in the mist of the city traffic. Don't let the ground floor fool you . There are 3 levels of cafe seating area upstairs. For most folks , it just look like a shop that sell beans and take away , however the upper deck has beautiful bay windows for you to watch the world goes by. Not to crowded at times. Staff serve coffee right up to which ever floor you are seating. Music is fine and coffee are great .","0","1070","Mark Ong","https://www.google.com/maps/contrib/117348003086836979353?hl=en","117348003086836979353","725","https://lh3.googleusercontent.com/a/ACg8ocIvezRouV81rsLGfywwk53Egtdx_vuiM1Tkwi0KUXyvb051jQ",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:43.572003+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336656","result","7","49457523","11524149296383646686","ChdDSUhNMG9nS0VJQ0FnSUM5NGRlbnp3RRAB","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","4 months ago","2024-03-06 13:29:46.014694+00","https://lh5.googleusercontent.com/p/AF1QipPU8N0ZTb2gPg_TPR0_esiM4ztQRFWzzhceFouO, https://lh5.googleusercontent.com/p/AF1QipPq5yAB0pNEK3X8dREPnUS0nGjcH38VKHgwvYqS","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM5NGRlbnp3RRAB!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgIC94denzwE%7CCgwI9d-hrwYQoOvq5wI%7C?hl=en","","4","This was one of the best coffee shop experiences I've had. First, I got to experience an exotic coffee. Second, the atmosphere and view were nice. Last, the staff had the best attitudes and service.","0","1070","Alex Hennis","https://www.google.com/maps/contrib/108860030789382472682?hl=en","108860030789382472682","477","https://lh3.googleusercontent.com/a-/ALV-UjXslg-VxSe0-1HEQKeyzZJFaMRNYltnUcgW9YXOqdGbiCK4vgK6",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:44.013786+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336659","result","8","49457523","11524149296383646686","ChZDSUhNMG9nS0VJQ0FnSUR4cXN1ZGR3EAE","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","a year ago","2023-06-06 04:55:22.857015+00","https://lh5.googleusercontent.com/p/AF1QipPHzwU4OUNe3gYArWv4jEQaVTiN2HdtkuNwIX9j, https://lh5.googleusercontent.com/p/AF1QipMyKf3pL5ZdHfjszmDUlkgsmJCKQCNv7SOr-agp, https://lh5.googleusercontent.com/p/AF1QipO0hsQG3yMvdzSKhbRleFfwIrS_lrS-TJcTIFlI, https://lh5.googleusercontent.com/p/AF1QipMUCszFBNEPNy3CeCN0CRb86u0Kdb25trOQFXg8, https://lh5.googleusercontent.com/p/AF1QipNeOfn-WVCG_w6PjIDMIcsKH9MnezZ9GhNg1B7O, https://lh5.googleusercontent.com/p/AF1QipOly5FneauFp0C-ZXkLaa4bZO3_ZAvkKB9DKFPV","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4cXN1ZGR3EAE!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgIDxqsuddw%7CCgwIsfz6owYQqPuiygI%7C?hl=en","","5","Wonderful coffee connoisseur! Beans are intense and robust, not the usual Asian sour fruit but more towards the Italian strong coffee flavour, with hint of chocolate! There’s a range of coffee flavours to choose from. The Legend - drip coffee with or without condense milk (for the man or those who like intense taste) coconut coffee - sweet Pandan leaf smell & taste in ice blended, paired wonderfully with the strong coffee. Motherland coffee - sweet with fresh GINGER flavour & CREME! This is really an interesting pairing that I’ve not tried before in my life! 👍🏻👍🏻👍🏻 If you’re a coffee lover, just sit in here and enjoy, let time pass ❤️❤️❤️","1","1070","Chiak Yin Ong","https://www.google.com/maps/contrib/105055927054886448488?hl=en","105055927054886448488","19","https://lh3.googleusercontent.com/a-/ALV-UjWLw82DNnA2orrjK5nx66dkufO-RwZmULnlWH-jn-EMd7TdEqSr",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:44.613188+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336661","result","9","49457523","11524149296383646686","ChZDSUhNMG9nS0VJQ0FnSURyclp6OEF3EAE","t","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","a week ago","2024-07-19 05:33:55.607558+00","https://lh5.googleusercontent.com/p/AF1QipNo0Nsvc6r8tFHRqLDJQat1Wk2DVcbGhIhirlHk, https://lh5.googleusercontent.com/p/AF1QipORj9ztKcFWFC22Ly15to4982SgyR7jvpxyVheq, https://lh5.googleusercontent.com/p/AF1QipMVEudTl0SMkWf8hUT-uCUPntjRWktuspQWgyig","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURyclp6OEF3EAE!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgIDrrZz8Aw%7CCgwIw_XntAYQ8LLaoQI%7C?hl=en","","5","It's a good and comfortable place plus the staff are very friendly.","0","1070","Raudah Zainy","https://www.google.com/maps/contrib/105558032912132188891?hl=en","105558032912132188891","4","https://lh3.googleusercontent.com/a-/ALV-UjUI8pRkJVFlNp9mkbUocxtlxlLxFx_wU8H-sKvwfM_1lWr-bxBa",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:45.105784+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
"11336663","result","10","49457523","11524149296383646686","ChdDSUhNMG9nS0VJQ0FnSUN6N1lPdmxRRRAB","f","en",,"Google","ChIJV4j2tT4vdTER3tuDPboA7p8","Trung Nguyên Legend Café","a month ago","2024-06-04 05:53:21.963325+00","https://lh5.googleusercontent.com/p/AF1QipMyx-WxclH1s3Jl5d49QARzVg8wQ1Iu2cKkNsHU","4.2","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6N1lPdmxRRRAB!2m1!1s0x0:0x9fee00ba3d83dbde!3m1!1s2@1:CIHM0ogKEICAgICz7YOvlQE%7CCgwI0df6sgYQyNisywM%7C?hl=en","","1","Waited 30 mins for a cup of coffee and was cold when it arrived. Customer service is terrible and rude. Nice place though pity they don't care about their customers.","1","1070","Daniel Dankx","https://www.google.com/maps/contrib/105507998162137713168?hl=en","105507998162137713168","14","https://lh3.googleusercontent.com/a-/ALV-UjXT9r5ZfkUUCgYAsYeQE16KMmWiIN52vdUYC_u-wL3TzoOVCYQW",,"0x0:0x9fee00ba3d83dbde","2024-07-29 07:07:45.562414+00","https://www.google.com/maps/place/Trung+Nguy%C3%AAn+Legend+Caf%C3%A9/@10.7752772,106.5598028,12z/data=!4m12!1m2!2m1!1strung+nguyen+coffee!3m8!1s0x31752f3eb5f68857:0x9fee00ba3d83dbde!8m2!3d10.7726574!4d106.6954464!9m1!1b1!15sChN0cnVuZyBuZ3V5ZW4gY29mZmVlIgOIAQFaFSITdHJ1bmcgbmd1eWVuIGNvZmZlZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F1hc4km92t!5m1!1e1?entry=ttu","most_relevant","English (United States)"
